,,,,,,,,,,,,
Group ID,Date,Start Time,Group Size,Language,Region,Age Range,Length,Amplification,# Galleries Visited,# Works Stopped At,Tour Company,Tour Guide Contact Information
6,4/2/2025,11:14,26,Japanese,,18-30,48:00.0,Wireless earbud,16,7,,tuckeratsuko@gmail.com
Lap #,Visit Time,Dwell/Travel Time,Travel/Dwell,Object,X Location,Y Location,Floor,Tags,Notes,,,
1,0:01:41,0:01:41,T,,,,,,,,,
2,0:02:53,0:01:13,D ,162,1336,815,1,ENG,Standing back from Moa; some pics,,,
3,0:03:03,0:00:10,D ,,,,,,,,,
4,0:03:23,0:00:20,D ,162,1340,851,1,,,,,
5,0:04:06,0:00:42,T,,,,,,,,,
6,0:06:02,0:01:56,D ,192,1477,912,1,,Introducing another guide/aide,,,
7,0:06:59,0:00:57,T,,,,,ENG,Members asking Q's,,,
8,0:07:54,0:00:55,D ,(Great Court),1330,1344,1,ENG,Pointing; some pics,,,
9,0:08:26,0:00:31,D ,,,,,,,,,
10,0:08:38,0:00:12,D ,,,,,,,,,
11,0:10:07,0:01:30,T,,,,,,,,,
12,0:15:04,0:04:57,D ,204,1079,1116,1,ST B,"tight squeeze through doorway; many reaching up with phones; cleared up after a bit, though; passing out maps? explaining other part of exhibit right by RS",,,
13,0:15:56,0:00:51,T,,,,,ST,,,,
14,0:19:43,0:03:47,D ,216,929,1228,1,ST B,"grouped left, then grouped right",,,
15,0:21:01,0:01:19,T,,,,,,had to get in single-file to get through door,,,
16,0:26:46,0:05:45,D ,Elgin Marbles,717,1126,1,ST,,,,
17,0:27:16,0:00:30,T,,,,,,,,,
18,0:31:57,0:04:41,D ,East Pediment,716,990,1,B DT,group moved to back of statues to get a closer look (clockwise circle),,,
19,0:34:09,0:02:13,T,,,,,,,,,
20,0:34:28,0:00:19,T,,,,,,,,,
21,0:39:05,0:04:37,T,,,,,ST,very hard to follow the group,,,
22,0:41:53,0:02:47,D ,(Split),,,,SP,SO crowded - school groups are clogging the stairs & entryway,,,
23,0:41:54,0:00:01,T,,,,,,school groups are making it hard to navigate,,,
24,0:44:47,0:02:53,D ,352,1258,797,2,,,,,
25,0:48:00,0:03:13,T,,,,,,,,,
26,0:50:47,0:02:46,D ,(Split),,,,,,,,
27,,,,,,,,,,,,
28,,,,,,,,,,,,
29,,,,,,,,,,,,
30,,,,,,,,,,,,
31,,,,,,,,,,,,
32,,,,,,,,,,,,
33,,,,,,,,,,,,
34,,,,,,,,,,,,
35,,,,,,,,,,,,
36,,,,,,,,,,,,
37,,,,,,,,,,,,
38,,,,,,,,,,,,
39,,,,,,,,,,,,
40,,,,,,,,,,,,
41,,,,,,,,,,,,
42,,,,,,,,,,,,
43,,,,,,,,,,,,
44,,,,,,,,,,,,
45,,,,,,,,,,,,
46,,,,,,,,,,,,
47,,,,,,,,,,,,
48,,,,,,,,,,,,
49,,,,,,,,,,,,
50,,,,,,,,,,,,
51,,,,,,,,,,,,
52,,,,,,,,,,,,
53,,,,,,,,,,,,
54,,,,,,,,,,,,
55,,,,,,,,,,,,
56,,,,,,,,,,,,
57,,,,,,,,,,,,
58,,,,,,,,,,,,
59,,,,,,,,,,,,
60,,,,,,,,,,,,
61,,,,,,,,,,,,
62,,,,,,,,,,,,
63,,,,,,,,,,,,
64,,,,,,,,,,,,
65,,,,,,,,,,,,
66,,,,,,,,,,,,
67,,,,,,,,,,,,
68,,,,,,,,,,,,
69,,,,,,,,,,,,
70,,,,,,,,,,,,
71,,,,,,,,,,,,
72,,,,,,,,,,,,
73,,,,,,,,,,,,
74,,,,,,,,,,,,
75,,,,,,,,,,,,
76,,,,,,,,,,,,
77,,,,,,,,,,,,
78,,,,,,,,,,,,
79,,,,,,,,,,,,
80,,,,,,,,,,,,
81,,,,,,,,,,,,
82,,,,,,,,,,,,
83,,,,,,,,,,,,
84,,,,,,,,,,,,
85,,,,,,,,,,,,
86,,,,,,,,,,,,
87,,,,,,,,,,,,
88,,,,,,,,,,,,
89,,,,,,,,,,,,
90,,,,,,,,,,,,
91,,,,,,,,,,,,
92,,,,,,,,,,,,
93,,,,,,,,,,,,
94,,,,,,,,,,,,
95,,,,,,,,,,,,
96,,,,,,,,,,,,
97,,,,,,,,,,,,
98,,,,,,,,,,,,
99,,,,,,,,,,,,
