,,,,,,,,,,,,
Group ID,Date,Start Time,Group Size,Language,Region,Age Range,Length,Amplification,# Galleries Visited,# Works Stopped At,Tour Company,Tour Guide Contact Information
7,5/2/2025,10:37,19,Mandarin,China,7-70,1:46:06,Yes,18,25,ETI Holidays,howardmin25701@gmail.com; 07903955471
Lap #,Visit Time,Dwell/Travel Time,Travel/Dwell,Object,X Location,Y Location,Floor,Tags,Notes,,,
1,0:01:53,0:01:53,T ,,,,,,,,,
2,0:09:17,0:07:23,D,West Great Court Restroom,1168,1210,1,,"switching guides, bathroom break",,,
3,0:09:27,0:00:10,T ,,,,,,non-guide holding flag; OG guide left,,,
4,0:10:49,0:01:22,D,(Great Court),1442,1307,1,,,,,
5,0:11:50,0:01:02,T ,,,,,,,,,
6,0:15:38,0:03:48,D,(Case 13),1587,1144,1,DT ST,group occupying middle concourse,,,
7,0:16:11,0:00:32,T ,,,,,,,,,
8,0:18:40,0:02:29,D,Sek Hmet,1615,1046,1,ENG,pics,,,
9,0:18:58,0:00:18,T ,,,,,,someone (docent? Other guide?) told them to collapse the flag they were holding,,,
10,0:23:48,0:04:50,D,Touch Rosetta Stone,1569,1074,1,,,,,
11,0:24:55,0:01:07,T ,,,,,,,,,
12,0:25:15,0:00:20,D,(Great Court),1335,1338,1,,,,,
13,0:25:41,0:00:25,D,,,,,,,,,
14,0:26:28,0:00:48,D,,,,,,,,,
15,0:28:04,0:01:36,T ,,,,,,walked right past RS,,,
16,0:29:29,0:01:24,D,205,1067,1269,1,,some sitting on bench,,,
17,0:29:44,0:00:16,T ,,,,,,,,,
18,0:31:57,0:02:12,D,Statues of King Senwosret III,1061,1326,1,,,,,
19,0:32:07,0:00:10,T ,,,,,,,,,
20,0:35:46,0:03:40,D,206,1078,1352,1,DT B,,,,
21,0:36:10,0:00:23,T ,,,,,,,,,
22,0:38:28,0:02:18,D,207,1106,1406,1,DENG,one kid messing with their parent,,,
23,0:38:43,0:00:15,T ,,,,,,,,,
24,0:40:34,0:01:52,D,Gateway Guardians,1040,1472,1,DENG,one member on their phone,,,
25,0:40:50,0:00:15,T ,,,,,,,,,
26,0:43:15,0:02:26,D,213,995,1365,1,SP,members grouping on one side; one member leaving for another room; others hanging back for pictures,,,
27,0:43:28,0:00:13,T,,,,,,,,,
28,0:44:45,0:01:17,D,213,1017,1405,1,,,,,
29,0:45:17,0:00:32,T ,,,,,,,,,
30,0:48:57,0:03:40,D,214,895,1356,1,ST,congregating by projector show,,,
31,0:49:16,0:00:19,T ,,,,,,,,,
