,,,,,,,,,,,,
Group ID,Date,Start Time,Group Size,Language,Region,Age Range,Length,Amplification,# Galleries Visited,# Works Stopped At,Tour Company,Tour Guide Contact Information
8,2/5/2025,11:15,15,Chinese,,10-60,1:33:34,No,14,23,,
Lap #,Visit Time,Dwell/Travel Time,Travel/Dwell,Object,X Location,Y Location,Floor,Tags,Notes,,,
1,,0:00:06,T,,,,,,,,,
2,,0:00:20,D,(entrance map),1385,555,1,,,,,
3,,0:00:37,T,,,,,,,,,
4,,0:03:16,D,North Entrance Restrooms,1429,604,1,,restroom stop,,,
5,,0:00:00,D,,,,,,,,,
6,,0:01:26,D,165,1343,671,1,,,,,
7,,0:00:11,T,,,,,,,,,
8,,0:00:39,D,(Talking to group),1315,751,1,,,,,
9,,0:00:10,T,,,,,,,,,
10,,0:04:43,D,162,1316,855,1,Eng Deng,"pictures, very out of way of path around item, people looking away/on phones",,,
11,,0:00:07,T,,,,,,,,,
12,,0:01:14,D,Crystal Skull,1288,824,1,Eng SP,"pictures, people hanging back to look and being left behind",,,
13,,0:00:21,T,,,,,,,,,
14,,0:00:23,D,Anubis Standing,1346,906,1,,,,,
15,,0:00:37,T,,,,,,,,,
16,,0:01:35,D,192,1511,971,1,Eng,pictures,,,
17,,0:01:25,T,,,,,,,,,
18,,0:05:58,D,(Great Court),1346,1335,1,Eng,pictures,,,
19,,0:00:56,T,,,,,,,,,
20,,0:04:46,D,(Books in front of collections shop),1184,1188,1,Deng,other conversation on side,,,
21,,0:00:35,T,,,,,,,,,
22,,0:01:22,D,204,1110,1149,1,B,right in front of stone,,,
23,,0:00:10,T,,,,,,,,,
24,,0:01:50,D,204,1093,1171,1,,standing by rosetta stone,,,
25,,0:00:00,D,,,,,,,,,
26,,0:00:27,D,203,1093,1171,1,,,,,
27,,0:00:18,T,,,,,,,,,
28,,0:01:17,D,Decorations of Assyrian Palaces,997,1118,1,Eng,pictures,,,
29,,0:00:09,T,,,,,,,,,
30,,0:01:17,D,218,998,1183,1,,pictures,,,
31,,0:00:23,T,,,,,,,,,
32,,0:01:23,D,243,906,1172,1,,,,,
33,,0:00:00,D,,,,,,,,,
34,,0:00:45,D,Venus,906,1172,1,Eng B,"pictures, blocking view for other group visiting work",,,
35,,0:00:07,T,,,,,,,,,
36,,0:00:24,D,The God Hermes,895,1166,1,,,,,
37,,0:00:15,T,,,,,,,,,
38,,0:00:20,T,,,,,,,,,
39,,0:00:23,T,,,,,,,,,
40,,0:01:23,D,Tactile model of Parthenon,793,1084,1,,,,,
41,,0:00:06,T,,,,,,,,,
42,,0:00:16,D,(The Parthenon),801,1116,1,Eng,nodding,,,
43,,0:00:12,T,,,,,,,,,
44,,0:07:46,D,Elgin Marbles,726,1145,1,,,,,
45,,0:00:00,T,,,,,,,,,
46,,0:11:26,D,(Disperse R18),,,,,,,,
47,,0:00:30,T,,,,,,,,,
48,,0:00:19,D,Nereid Monument,864,1166,1,,,,,
49,,0:00:40,T,,,,,,,,,
50,,0:00:36,D,Hellenistic Jewellery,970,1079,1,Eng,pictures,,,
51,,0:00:10,D,,,,,,,,,
52,,0:00:22,D,,,,,,,,,
53,,0:00:03,D,,,,,,,,,
54,,0:00:17,D,Hellenistic Stones,970,1079,1,,,,,
55,,0:00:01,T,,,,,,,,,
56,,0:00:34,D,218,971,1054,1,,,,,
57,,0:00:29,T,,,,,,,,,
58,,0:05:55,D,Colossal Statue of a Persian Rider on a Rearing Horse,935,966,1,,,,,
59,,0:00:50,T,,,,,,,,,
60,,0:01:00,D,Mosaic Pavements,1048,815,1,,,,,
61,,0:01:15,T,,,,,,,,,
62,,0:00:12,T,,,,,,,,,
63,,0:00:41,T,,,,,,,,,
64,,0:00:57,D,Mosaic Pavements,820,856,2,,,,,
65,,0:00:26,T,,,,,,,,,
66,,0:08:48,D,"(Disperse R61, 2, 3, 4)",,,,SP,into egypt,,,
67,,0:00:03,D,,,,,,,,,
68,,0:02:55,D,,,,,,reformed in 64,,,
69,,0:00:26,T,,,,,,,,,
70,,0:00:05,T,,,,,,,,,
71,,0:00:21,T,,,,,,,,,
72,,0:00:19,D,Mummies of the Ptolemaic and Roman Periods,1169,751,2,BG,stopped at mummy next to path to stairway in 63,,,
73,,0:00:29,T,,,,,,,,,
74,,0:00:04,T,,,,,,,,,
75,,0:01:10,T,,,,,,,,,
76,,0:01:46,D,Amitabha Buddha,1302,409,1,,,,,
77,,0:00:27,T,,,,,,,,,
78,,,,(Disperse R33),,,,SP,"into china, guide walked away, took a call and sat around for more than 15 minutes, so we assumed the tour had ended",,,
79,,,,,,,,,,,,
80,,,,,,,,,,,,
81,,,,,,,,,,,,
82,,,,,,,,,,,,
83,,,,,,,,,,,,
84,,,,,,,,,,,,
85,,,,,,,,,,,,
86,,,,,,,,,,,,
87,,,,,,,,,,,,
88,,,,,,,,,,,,
89,,,,,,,,,,,,
90,,,,,,,,,,,,
91,,,,,,,,,,,,
92,,,,,,,,,,,,
93,,,,,,,,,,,,
94,,,,,,,,,,,,
95,,,,,,,,,,,,
96,,,,,,,,,,,,
97,,,,,,,,,,,,
98,,,,,,,,,,,,
99,,,,,,,,,,,,
