,,,,,,,,,,,,
Group ID,Date,Start Time,Group Size,Language,Region,Age Range,Length,Amplification,# Galleries Visited,# Works Stopped At,Tour Company,Tour Guide Contact Information
12,2/14/2025,13:12,20,,,15-60,1:04:30,Yes,,,,matrin.chung69@gmail.com
Lap #,Visit Time,Dwell/Travel Time,Travel/Dwell,Object,X Location,Y Location,Floor,Tags,Notes,,,
1,,0:01:22,T,,,,,,congestion entering room 24,,,
2,,0:00:22,D,(regroup),1310,668,1,,,,,
3,,0:00:01,T,,,,,,,,,
4,,0:00:55,D,165,1304,690,1,,,,,
5,,0:00:17,T,,,,,,,,,
6,,0:01:33,D,162,1340,815,1,,,,,
7,,0:00:22,T,,,,,,,,,
8,,0:00:30,D,161,1292,832,1,,,,,
9,,0:00:33,T,,,,,,,,,
10,,0:00:20,D,Figure of Nandi,1214,858,1,ST,right by entrance of room,,,
11,,0:00:58,T,,,,,,,,,
12,,0:01:01,D,201,1085,906,1,Eng Deng,"photos, one member sitting aside",,,
13,,0:00:06,T,,,,,,,,,
14,,0:01:26,D,Palm-leaf column of Ramses II,1110,929,1,,,,,
15,,0:00:24,T,,,,,,,,,
16,,0:01:43,D,Sarcophagus of Nectanebo II,1106,997,1,Eng,"photos, pointing at and looking in sarcophagus",,,
17,,0:00:00,T,,,,,,,,,
18,,0:01:13,D,Shabaqo Stone,1106,997,1,Deng,person on phone,,,
19,,0:00:05,T,,,,,,,,,
20,,0:02:07,D,202,1111,1029,1,,,,,
21,,0:00:05,T,,,,,,,,,
22,,0:01:30,D,203 (back),1087,1031,1,Eng,photos,,,
23,,0:00:13,T,,,,,,,,,
24,,0:01:32,D,King Hormheb with Amun-Ra,1061,1063,1,SP Eng,couple people took photos of front of previous item,,,
25,,0:00:00,D,,,,,,,,,
26,,0:01:59,D,Statue of Tutankhamun,1061,1063,1,,,,,
27,,0:00:00,D,,,,,,,,,
28,,0:01:28,D,203,1061,1063,1,DT,for last 2 items they have been clogging side of room,,,
29,,0:00:05,T,,,,,,,,,
30,,0:00:19,D,Sculpture of King Thutmose III,1103,1119,1,,,,,
31,,0:00:00,D,,,,,,,,,
32,,0:00:29,D,,,,,,,,,
33,,0:00:00,T,,,,,,,,,
34,,0:01:48,D,204,1103,1119,1,,,,,
35,,0:00:25,T,,,,,,,,,
36,,0:01:12,D,Grand Entrances,968,1215,1,,,,,
37,,0:00:01,D,,,,,,,,,
38,,0:01:06,D,216,968,1215,1,,,,,
39,,0:00:03,T,,,,,,,,,
40,,0:01:23,D,216,932,1234,1,,guide stood in center and asked group to push towards walls of entrance,,,
41,,0:00:02,T,,,,,,,,,
42,,0:01:14,D,Crossing the Threshold,933,1246,1,,,,,
43,,0:00:21,T,,,,,,,,,
44,,0:03:33,D,215,941,1264,1,ST,person in group asked them to push in,,,
45,,0:00:06,T,,,,,,,,,
46,,0:03:08,D,215,967,1305,1,,,,,
47,,0:00:11,T,,,,,,,,,
48,,0:00:37,D,Royal Pursuits,894,1261,1,,,,,
49,,0:00:14,T,,,,,,,,,
50,,0:00:02,T,,,,,,,,,
51,,0:00:12,T,,,,,,,,,
52,,0:00:34,D,God or Athlete,899,1184,1,,,,,
53,,0:00:00,D,,,,,,,,,
54,,0:01:03,D,243,899,1184,1,,,,,
55,,0:00:00,D,,,,,,,,,
56,,0:00:35,D,Venus,899,1184,1,ST,,,,
57,,0:00:00,D,,,,,,,,,
58,,0:00:40,D,Dionysos Wearing an Ivy Wreath,899,1184,1,ST,,,,
59,,0:00:20,T,,,,,,,,,
60,,0:00:35,D,Lesser Podium Frieze,869,1173,1,,,,,
61,,0:00:03,T,,,,,,,,,
62,,0:02:58,D,Three Nereids,854,1187,1,Deng,"faces down, one on phone",,,
63,,0:00:00,D,,,,,,,,,
64,,0:01:47,D,242,854,1187,1,,,,,
65,,0:00:48,T,,,,,,,,,
66,,0:03:23,D,Elgin Marbles,719,1186,1,,,,,
67,,0:00:01,D,,,,,,,,,
68,,0:00:12,D,,,,,,,,,
69,,0:00:00,D,,,,,,,,,
70,,0:01:06,D,,,,,,,,,
71,,0:00:00,T,,,,,,,,,
72,,0:03:41,D,Elgin Marbles,693,1164,1,,pointing at statues but not close to them,,,
73,,0:00:12,T,,,,,,,,,
74,,0:01:06,D,Elgin Marbles,740,1121,1,,,,,
75,,0:00:30,T,,,,,,,,,
76,,0:00:46,D,(The Parthenon),787,1109,1,,off to side of room to let traffic through,,,
77,,0:00:48,T,,,,,,,,,
78,,0:00:21,D,(Talking to group),1038,1151,1,,,,,
79,,0:00:58,T,,,,,,,,,
80,,0:01:11,D,(Great Court),1215,1310,1,,,,,
81,,0:02:16,T,,,,,,,,,
82,,,,(Dispersed into 63),,,,SP,into egypt,,,
83,,,,,,,,,,,,
84,,,,,,,,,,,,
85,,,,,,,,,,,,
86,,,,,,,,,,,,
87,,,,,,,,,,,,
88,,,,,,,,,,,,
89,,,,,,,,,,,,
90,,,,,,,,,,,,
91,,,,,,,,,,,,
92,,,,,,,,,,,,
93,,,,,,,,,,,,
94,,,,,,,,,,,,
95,,,,,,,,,,,,
96,,,,,,,,,,,,
97,,,,,,,,,,,,
98,,,,,,,,,,,,
99,,,,,,,,,,,,
